Region 2018,Catchment Name,LAWA Catchment Identifier,Detailed Category,Area 1996 (ha),Area 2001 (ha),Area 2008 (ha),Area 2012 (ha),Area 2018 (ha),Area as % of Catchment Area 1996 (%),Area as % of Catchment Area 2001 (%),Area as % of Catchment Area 2008 (%),Area as % of Catchment Area 2012 (%),Area as % of Catchment Area 2018 (%),Area change: 2018 area minus 1996 area (ha),Area change as a % of 1996 area (%),Created
Gisborne Region,Uawa River,165,Manuka and/or Kanuka,8120.2,8335.2,8649.3,8776.2,8669.0,15.1,15.5,16.1,16.3,16.1,548.8,6.8,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Forest - Harvested,,,387.0,2498.9,5073.6,,,0.7,4.6,9.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Low Producing Grassland,5346.8,4558.9,4323.9,4315.0,4012.1,9.9,8.5,8.0,8.0,7.5,-1334.8,-25.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Broadleaved Indigenous Hardwoods,2469.7,2470.7,2458.4,2456.4,2453.5,4.6,4.6,4.6,4.6,4.6,-16.2,-0.7,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Short-rotation Cropland,1687.1,1768.7,1801.1,1842.7,1845.9,3.1,3.3,3.3,3.4,3.4,158.8,9.4,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Deciduous Hardwoods,660.2,792.8,830.9,829.7,871.8,1.2,1.5,1.5,1.5,1.6,211.6,32.1,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Indigenous Forest,631.8,631.8,631.8,631.0,631.0,1.2,1.2,1.2,1.2,1.2,-0.8,-0.1,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Gravel or Rock,301.6,301.6,301.6,301.6,301.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,River,272.5,271.8,271.8,271.8,271.8,0.5,0.5,0.5,0.5,0.5,-0.8,-0.3,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Landslide,173.8,114.9,104.7,106.7,106.7,0.3,0.2,0.2,0.2,0.2,-67.1,-38.6,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Herbaceous Freshwater Vegetation,66.7,66.7,66.7,59.6,59.6,0.1,0.1,0.1,0.1,0.1,-7.1,-10.6,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Gorse and/or Broom,50.2,66.4,65.2,65.2,52.4,0.1,0.1,0.1,0.1,0.1,2.2,4.4,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,"Orchard, Vineyard or Other Perennial Crop",74.1,78.1,91.5,39.8,39.8,0.1,0.2,0.2,0.1,0.1,-34.4,-46.4,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Fernland,23.7,23.7,23.7,23.7,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Lake or Pond,16.7,17.5,17.5,22.3,22.3,0.0,0.0,0.0,0.0,0.0,5.6,33.7,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Built-up Area (settlement),18.8,18.8,18.8,18.8,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Urban Parkland/Open Space,12.5,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Surface Mine or Dump,1.6,1.6,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Mixed Exotic Shrubland,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Sand or Gravel,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Uawa River,165,Twelve-mile NZ territorial limit (Marine),0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Catchment Area,153857.7,153857.7,153857.7,153857.7,153857.7,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Exotic Forest,26498.4,34614.2,35130.7,37686.3,38932.0,17.2,22.5,22.8,24.5,25.3,12433.6,46.9,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,High Producing Exotic Grassland,46010.1,41533.4,40520.4,39269.5,37331.5,29.9,27.0,26.3,25.5,24.3,-8678.7,-18.9,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Indigenous Forest,27159.8,27159.5,27159.5,27158.4,27158.4,17.7,17.7,17.7,17.7,17.7,-1.4,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Manuka and/or Kanuka,17234.9,17529.4,18077.5,18489.7,17981.5,11.2,11.4,11.8,12.0,11.7,746.6,4.3,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Broadleaved Indigenous Hardwoods,11106.2,10694.6,10777.4,10765.5,10960.1,7.2,7.0,7.0,7.0,7.1,-146.1,-1.3,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Low Producing Grassland,14612.1,10421.0,9842.6,8819.9,8698.7,9.5,6.8,6.4,5.7,5.7,-5913.3,-40.5,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Gravel or Rock,4425.5,4394.1,4432.7,4432.8,4473.1,2.9,2.9,2.9,2.9,2.9,47.6,1.1,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Forest - Harvested,809.2,1514.4,2061.1,1405.3,2500.2,0.5,1.0,1.3,0.9,1.6,1691.0,209.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Landslide,1821.2,1782.2,1690.9,1655.9,1655.9,1.2,1.2,1.1,1.1,1.1,-165.3,-9.1,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Deciduous Hardwoods,681.2,802.7,815.0,826.0,880.4,0.4,0.5,0.5,0.5,0.6,199.2,29.3,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,River,877.4,877.4,877.4,877.4,877.4,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Gorse and/or Broom,1020.2,894.1,843.5,816.5,756.5,0.7,0.6,0.6,0.5,0.5,-263.8,-25.9,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Short-rotation Cropland,620.1,620.1,618.3,618.3,618.3,0.4,0.4,0.4,0.4,0.4,-1.8,-0.3,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Sub Alpine Shrubland,346.6,346.6,346.6,346.6,346.6,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Fernland,218.6,255.5,243.1,230.6,238.8,0.1,0.2,0.2,0.2,0.2,20.3,9.3,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Tall Tussock Grassland,204.0,204.0,204.0,204.0,204.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Built-up Area (settlement),57.8,57.8,59.4,59.4,59.4,0.0,0.0,0.0,0.0,0.0,1.6,2.8,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Mixed Exotic Shrubland,17.1,19.3,26.5,64.5,57.3,0.0,0.0,0.0,0.0,0.0,40.2,234.8,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Alpine Grass/Herbfield,37.2,37.2,37.2,37.2,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Transport Infrastructure,33.0,33.0,36.3,36.3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Herbaceous Freshwater Vegetation,26.6,24.5,23.1,21.0,21.0,0.0,0.0,0.0,0.0,0.0,-5.6,-21.1,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Lake or Pond,12.4,12.4,13.9,16.0,16.0,0.0,0.0,0.0,0.0,0.0,3.6,28.8,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Urban Parkland/Open Space,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Estuarine Open Water,2.2,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,Surface Mine or Dump,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiapu River,53,"Orchard, Vineyard or Other Perennial Crop",9.0,11.1,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,-7.7,-85.3,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Catchment Area,752.6,752.6,752.6,752.6,752.6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Built-up Area (settlement),243.5,243.5,243.5,243.5,243.5,32.4,32.4,32.4,32.4,32.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Urban Parkland/Open Space,233.2,233.2,233.2,233.2,233.2,31.0,31.0,31.0,31.0,31.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,High Producing Exotic Grassland,133.2,133.2,133.0,133.0,133.0,17.7,17.7,17.7,17.7,17.7,-0.2,-0.2,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,"Orchard, Vineyard or Other Perennial Crop",68.2,68.2,83.8,83.8,83.8,9.1,9.1,11.1,11.1,11.1,15.6,22.8,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Short-rotation Cropland,34.2,34.2,18.8,18.8,18.8,4.5,4.5,2.5,2.5,2.5,-15.4,-45.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Sand or Gravel,10.1,10.1,10.1,10.1,10.1,1.3,1.3,1.3,1.3,1.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,River,7.6,7.6,7.6,7.6,7.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Twelve-mile NZ territorial limit (Marine),5.9,5.9,5.9,5.9,5.9,0.8,0.8,0.8,0.8,0.8,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Broadleaved Indigenous Hardwoods,5.1,5.1,5.1,5.1,5.1,0.7,0.7,0.7,0.7,0.7,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Low Producing Grassland,4.1,4.1,4.1,4.1,4.1,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Herbaceous Freshwater Vegetation,4.0,4.0,4.0,4.0,4.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Exotic Forest,2.8,2.8,2.8,2.8,2.8,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waikanae Creek,1263,Lake or Pond,0.7,0.7,0.7,0.7,0.7,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Catchment Area,22703.9,22703.9,22703.9,22703.9,22703.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,High Producing Exotic Grassland,12429.2,12252.3,11985.4,11352.8,10568.8,54.7,54.0,52.8,50.0,46.6,-1860.4,-15.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Exotic Forest,5002.2,5166.0,5457.6,5181.2,6117.9,22.0,22.8,24.0,22.8,27.0,1115.7,22.3,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Manuka and/or Kanuka,2172.4,2266.0,2315.8,2473.8,2407.3,9.6,10.0,10.2,10.9,10.6,234.9,10.8,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Broadleaved Indigenous Hardwoods,1150.7,1147.6,1127.9,1125.4,1123.8,5.1,5.1,5.0,5.0,5.0,-27.0,-2.3,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Forest - Harvested,,,11.9,934.9,805.8,,,0.1,4.1,3.6,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Low Producing Grassland,877.8,796.4,748.9,589.2,632.9,3.9,3.5,3.3,2.6,2.8,-244.9,-27.9,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Deciduous Hardwoods,390.4,392.2,378.5,377.9,377.9,1.7,1.7,1.7,1.7,1.7,-12.6,-3.2,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Indigenous Forest,279.8,279.8,279.8,279.8,279.8,1.2,1.2,1.2,1.2,1.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Built-up Area (settlement),221.7,221.7,221.7,221.7,221.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Gorse and/or Broom,46.4,46.4,41.2,34.5,32.7,0.2,0.2,0.2,0.2,0.1,-13.7,-29.4,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,River,28.2,28.2,28.2,28.2,28.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Urban Parkland/Open Space,25.8,25.8,25.8,25.8,25.8,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Gravel or Rock,26.8,25.1,25.1,25.1,25.1,0.1,0.1,0.1,0.1,0.1,-1.8,-6.6,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Short-rotation Cropland,24.5,24.5,24.5,24.5,24.5,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,"Orchard, Vineyard or Other Perennial Crop",19.7,23.6,23.5,21.0,21.0,0.1,0.1,0.1,0.1,0.1,1.3,6.4,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Lake or Pond,4.3,4.3,4.3,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Fernland,,,,,2.6,,,,,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Herbaceous Freshwater Vegetation,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Mixed Exotic Shrubland,0.7,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waimata River,294,Twelve-mile NZ territorial limit (Marine),0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Catchment Area,561.6,561.6,561.6,561.6,561.6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,High Producing Exotic Grassland,373.9,373.9,360.9,360.9,360.9,66.6,66.6,64.3,64.3,64.3,-13.0,-3.5,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Built-up Area (settlement),124.7,124.7,137.7,150.4,150.4,22.2,22.2,24.5,26.8,26.8,25.8,20.7,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Broadleaved Indigenous Hardwoods,18.4,18.4,18.4,18.4,18.4,3.3,3.3,3.3,3.3,3.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Urban Parkland/Open Space,18.3,18.3,18.3,18.3,18.3,3.3,3.3,3.3,3.3,3.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Short-rotation Cropland,5.8,5.8,5.8,5.8,5.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Forest - Harvested,,,,2.1,3.6,,,,0.4,0.6,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Low Producing Grassland,14.6,14.6,12.8,,2.1,2.6,2.6,2.3,,0.4,-12.5,-85.6,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Deciduous Hardwoods,,,1.9,1.9,1.9,,,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Matagouri or Grey Scrub,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Wainui Stream,1753,Twelve-mile NZ territorial limit (Marine),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Catchment Area,23667.4,23667.4,23667.4,23667.4,23667.4,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Indigenous Forest,12292.4,12292.4,12292.4,12292.4,12292.4,51.9,51.9,51.9,51.9,51.9,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,High Producing Exotic Grassland,8217.9,8203.1,8208.6,8208.6,8210.7,34.7,34.7,34.7,34.7,34.7,-7.2,-0.1,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Broadleaved Indigenous Hardwoods,2851.0,2839.8,2839.8,2839.8,2839.8,12.1,12.0,12.0,12.0,12.0,-11.2,-0.4,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Fernland,160.7,160.7,146.4,146.4,146.4,0.7,0.7,0.6,0.6,0.6,-14.3,-8.9,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Low Producing Grassland,43.9,68.5,63.0,63.0,63.0,0.2,0.3,0.3,0.3,0.3,19.1,43.5,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Exotic Forest,17.2,22.8,37.1,35.0,35.0,0.1,0.1,0.2,0.2,0.2,17.8,103.9,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Herbaceous Freshwater Vegetation,35.3,29.8,29.8,29.8,29.8,0.2,0.1,0.1,0.1,0.1,-5.5,-15.6,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Matagouri or Grey Scrub,21.3,21.3,21.3,21.3,21.3,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Manuka and/or Kanuka,17.8,17.8,17.8,17.8,17.8,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Deciduous Hardwoods,2.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,149.9,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Lake or Pond,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Built-up Area (settlement),1.9,1.9,1.9,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Gravel or Rock,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waioeka,112,Transport Infrastructure,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Catchment Area,7199.1,7199.1,7199.1,7199.1,7199.1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,High Producing Exotic Grassland,5481.7,5411.9,5295.6,5294.6,5294.6,76.1,75.2,73.6,73.6,73.6,-187.1,-3.4,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Exotic Forest,883.3,962.6,1062.7,1008.9,1035.3,12.3,13.4,14.8,14.0,14.4,152.0,17.2,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Deciduous Hardwoods,243.5,257.3,270.2,270.2,270.2,3.4,3.6,3.8,3.8,3.8,26.7,11.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Indigenous Forest,209.7,209.7,209.7,209.7,209.7,2.9,2.9,2.9,2.9,2.9,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Broadleaved Indigenous Hardwoods,137.4,137.4,127.3,127.3,127.3,1.9,1.9,1.8,1.8,1.8,-10.1,-7.3,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Manuka and/or Kanuka,133.3,133.3,134.5,137.2,114.4,1.9,1.9,1.9,1.9,1.6,-18.9,-14.2,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Short-rotation Cropland,26.1,26.1,55.4,55.4,55.4,0.4,0.4,0.8,0.8,0.8,29.4,112.6,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Forest - Harvested,,,,59.5,33.1,,,,0.8,0.5,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Low Producing Grassland,54.4,31.1,13.8,6.4,29.2,0.8,0.4,0.2,0.1,0.4,-25.1,-46.2,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Gorse and/or Broom,13.8,13.8,13.8,13.8,13.8,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Lake or Pond,11.4,11.4,11.4,11.4,11.4,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Sand or Gravel,3.1,3.1,3.1,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Landslide,1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waiomoko River,1003101,Twelve-mile NZ territorial limit (Marine),0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Catchment Area,217166.2,217166.2,217166.2,217166.2,217166.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,High Producing Exotic Grassland,127144.9,122231.8,119604.9,119245.3,117524.0,58.6,56.3,55.1,54.9,54.1,-9620.8,-7.6,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Exotic Forest,41573.4,47091.6,50093.6,50619.4,46800.4,19.1,21.7,23.1,23.3,21.6,5227.0,12.6,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Manuka and/or Kanuka,10704.6,11286.6,11836.9,11938.4,11810.3,4.9,5.2,5.5,5.5,5.4,1105.7,10.3,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Broadleaved Indigenous Hardwoods,9758.2,9754.3,9863.0,9886.7,9837.9,4.5,4.5,4.5,4.6,4.5,79.7,0.8,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Indigenous Forest,6612.1,6614.4,6607.6,6607.6,6596.5,3.0,3.1,3.0,3.0,3.0,-15.6,-0.2,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Forest - Harvested,3307.8,2257.8,1064.8,1218.8,6559.5,1.5,1.0,0.5,0.6,3.0,3251.7,98.3,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Short-rotation Cropland,6066.6,6102.7,6085.1,6082.7,6072.0,2.8,2.8,2.8,2.8,2.8,5.5,0.1,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,"Orchard, Vineyard or Other Perennial Crop",2685.6,2817.4,3071.8,3072.9,3079.3,1.2,1.3,1.4,1.4,1.4,393.7,14.7,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Deciduous Hardwoods,2052.0,2261.8,2296.8,2253.6,2278.0,0.9,1.0,1.1,1.0,1.1,226.0,11.0,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Low Producing Grassland,3112.0,2439.5,2125.3,1801.2,2238.5,1.4,1.1,1.0,0.8,1.0,-873.5,-28.1,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Gravel or Rock,1296.7,1293.5,1293.5,1291.5,1291.5,0.6,0.6,0.6,0.6,0.6,-5.2,-0.4,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Fernland,826.7,991.6,1007.0,943.6,879.8,0.4,0.5,0.5,0.4,0.4,53.1,6.4,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,River,708.4,708.4,708.4,708.4,708.4,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Gorse and/or Broom,328.4,375.5,580.1,561.2,542.8,0.2,0.2,0.3,0.3,0.3,214.4,65.3,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Landslide,306.0,295.1,279.0,281.6,283.6,0.1,0.1,0.1,0.1,0.1,-22.5,-7.4,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Lake or Pond,163.8,164.2,167.2,167.2,179.2,0.1,0.1,0.1,0.1,0.1,15.4,9.4,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Built-up Area (settlement),161.7,161.7,164.2,164.2,164.2,0.1,0.1,0.1,0.1,0.1,2.4,1.5,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Herbaceous Freshwater Vegetation,134.7,88.5,88.5,88.5,83.4,0.1,0.0,0.0,0.0,0.0,-51.4,-38.1,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Matagouri or Grey Scrub,57.1,54.8,54.8,54.8,54.8,0.0,0.0,0.0,0.0,0.0,-2.4,-4.1,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Tall Tussock Grassland,53.4,53.4,53.4,53.4,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Surface Mine or Dump,41.2,41.2,40.1,40.1,44.8,0.0,0.0,0.0,0.0,0.0,3.6,8.8,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Urban Parkland/Open Space,31.6,31.6,31.6,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Twelve-mile NZ territorial limit (Marine),19.7,19.7,19.7,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Mixed Exotic Shrubland,8.0,17.4,17.4,17.4,16.1,0.0,0.0,0.0,0.0,0.0,8.1,101.4,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Sand or Gravel,10.9,10.9,10.9,10.9,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Gisborne Region,Waipaoa River,37,Transport Infrastructure,,,,4.9,4.9,,,,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
